Geography,Date,Type,Percent Change from Baseline,ID Geography
"New Jersey","2020/08/31","Workplaces",-42,"04000US34"
"New Jersey","2020/09/01","Workplaces",-42,"04000US34"
"New Jersey","2020/09/02","Workplaces",-42,"04000US34"
"New Jersey","2020/09/03","Workplaces",-41,"04000US34"
"New Jersey","2020/09/04","Workplaces",-41,"04000US34"
"New Jersey","2020/09/05","Workplaces",-13,"04000US34"
"New Jersey","2020/09/06","Workplaces",-13,"04000US34"
"New Jersey","2020/09/07","Workplaces",-73,"04000US34"
"New Jersey","2020/09/08","Workplaces",-43,"04000US34"
"New Jersey","2020/09/09","Workplaces",-41,"04000US34"
"New Jersey","2020/09/10","Workplaces",-42,"04000US34"
"New Jersey","2020/09/11","Workplaces",-38,"04000US34"
"New Jersey","2020/09/12","Workplaces",-9,"04000US34"
"New Jersey","2020/09/13","Workplaces",-12,"04000US34"
"New Jersey","2020/09/14","Workplaces",-38,"04000US34"
"New Jersey","2020/09/15","Workplaces",-38,"04000US34"
"New Jersey","2020/09/16","Workplaces",-39,"04000US34"
"New Jersey","2020/09/17","Workplaces",-39,"04000US34"
"New Jersey","2020/09/18","Workplaces",-37,"04000US34"
"New Jersey","2020/09/19","Workplaces",-10,"04000US34"
"New Jersey","2020/09/20","Workplaces",-14,"04000US34"
"New Jersey","2020/09/21","Workplaces",-39,"04000US34"
"New Jersey","2020/09/22","Workplaces",-38,"04000US34"
"New Jersey","2020/09/23","Workplaces",-38,"04000US34"
"New Jersey","2020/09/24","Workplaces",-38,"04000US34"
"New Jersey","2020/09/25","Workplaces",-35,"04000US34"
"New Jersey","2020/09/26","Workplaces",-8,"04000US34"
"New Jersey","2020/09/27","Workplaces",-12,"04000US34"
"New Jersey","2020/09/28","Workplaces",-41,"04000US34"
"New Jersey","2020/09/29","Workplaces",-38,"04000US34"
"New Jersey","2020/09/30","Workplaces",-38,"04000US34"
"New Jersey","2020/10/01","Workplaces",-36,"04000US34"
"New Jersey","2020/10/02","Workplaces",-35,"04000US34"
"New Jersey","2020/10/03","Workplaces",-9,"04000US34"
"New Jersey","2020/10/04","Workplaces",-13,"04000US34"
"New Jersey","2020/10/05","Workplaces",-38,"04000US34"
"New Jersey","2020/10/06","Workplaces",-38,"04000US34"
"New Jersey","2020/10/07","Workplaces",-38,"04000US34"
"New Jersey","2020/10/08","Workplaces",-37,"04000US34"
"New Jersey","2020/10/09","Workplaces",-35,"04000US34"
"New Jersey","2020/10/10","Workplaces",-8,"04000US34"
"New Jersey","2020/10/11","Workplaces",-14,"04000US34"
"New Jersey","2020/10/12","Workplaces",-47,"04000US34"
"New Jersey","2020/10/13","Workplaces",-37,"04000US34"
"New Jersey","2020/10/14","Workplaces",-36,"04000US34"
"New Jersey","2020/10/15","Workplaces",-36,"04000US34"
"New Jersey","2020/10/16","Workplaces",-36,"04000US34"
"New Jersey","2020/10/17","Workplaces",-8,"04000US34"
"New Jersey","2020/10/18","Workplaces",-12,"04000US34"
"New Jersey","2020/10/19","Workplaces",-36,"04000US34"
"New Jersey","2020/10/20","Workplaces",-36,"04000US34"
"New Jersey","2020/10/21","Workplaces",-36,"04000US34"
"New Jersey","2020/10/22","Workplaces",-36,"04000US34"
"New Jersey","2020/10/23","Workplaces",-34,"04000US34"
"New Jersey","2020/10/24","Workplaces",-9,"04000US34"
"New Jersey","2020/10/25","Workplaces",-14,"04000US34"
"New Jersey","2020/10/26","Workplaces",-37,"04000US34"
"New Jersey","2020/10/27","Workplaces",-36,"04000US34"
"New Jersey","2020/10/28","Workplaces",-36,"04000US34"
"New Jersey","2020/10/29","Workplaces",-38,"04000US34"
"New Jersey","2020/10/30","Workplaces",-36,"04000US34"
"New Jersey","2020/10/31","Workplaces",-10,"04000US34"
"New Jersey","2020/11/01","Workplaces",-16,"04000US34"
"New Jersey","2020/11/02","Workplaces",-38,"04000US34"
"New Jersey","2020/11/03","Workplaces",-42,"04000US34"
"New Jersey","2020/11/04","Workplaces",-38,"04000US34"
"New Jersey","2020/11/05","Workplaces",-39,"04000US34"
"New Jersey","2020/11/06","Workplaces",-38,"04000US34"
"New Jersey","2020/11/07","Workplaces",-9,"04000US34"
"New Jersey","2020/11/08","Workplaces",-12,"04000US34"
"New Jersey","2020/11/09","Workplaces",-36,"04000US34"
"New Jersey","2020/11/10","Workplaces",-37,"04000US34"
"New Jersey","2020/11/11","Workplaces",-43,"04000US34"
"New Jersey","2020/11/12","Workplaces",-38,"04000US34"
"New Jersey","2020/11/13","Workplaces",-36,"04000US34"
"New Jersey","2020/11/14","Workplaces",-10,"04000US34"
"New Jersey","2020/11/15","Workplaces",-15,"04000US34"
"New Jersey","2020/11/16","Workplaces",-37,"04000US34"
"New Jersey","2020/11/17","Workplaces",-38,"04000US34"
"New Jersey","2020/11/18","Workplaces",-39,"04000US34"
"New Jersey","2020/11/19","Workplaces",-38,"04000US34"
"New Jersey","2020/11/20","Workplaces",-36,"04000US34"
"New Jersey","2020/11/21","Workplaces",-8,"04000US34"
"New Jersey","2020/11/22","Workplaces",-13,"04000US34"
"New Jersey","2020/11/23","Workplaces",-39,"04000US34"
"New Jersey","2020/11/24","Workplaces",-39,"04000US34"
"New Jersey","2020/11/25","Workplaces",-42,"04000US34"
"New Jersey","2020/11/26","Workplaces",-81,"04000US34"
"New Jersey","2020/11/27","Workplaces",-60,"04000US34"
"New Jersey","2020/11/28","Workplaces",-16,"04000US34"
"New Jersey","2020/11/29","Workplaces",-15,"04000US34"
"New Jersey","2020/11/30","Workplaces",-42,"04000US34"
"New Jersey","2020/12/01","Workplaces",-40,"04000US34"
"New Jersey","2020/12/02","Workplaces",-40,"04000US34"
"New Jersey","2020/12/03","Workplaces",-39,"04000US34"
"New Jersey","2020/12/04","Workplaces",-38,"04000US34"
"New Jersey","2020/12/05","Workplaces",-13,"04000US34"
"New Jersey","2020/12/06","Workplaces",-14,"04000US34"
"New Jersey","2020/12/07","Workplaces",-40,"04000US34"
"New Jersey","2020/12/08","Workplaces",-39,"04000US34"
"New Jersey","2020/12/09","Workplaces",-40,"04000US34"
"New Jersey","2020/12/10","Workplaces",-39,"04000US34"
"New Jersey","2020/12/11","Workplaces",-38,"04000US34"
"New Jersey","2020/12/12","Workplaces",-10,"04000US34"
"New Jersey","2020/12/13","Workplaces",-13,"04000US34"
"New Jersey","2020/12/14","Workplaces",-41,"04000US34"
"New Jersey","2020/12/15","Workplaces",-39,"04000US34"
"New Jersey","2020/12/16","Workplaces",-45,"04000US34"
"New Jersey","2020/12/17","Workplaces",-63,"04000US34"
"New Jersey","2020/12/18","Workplaces",-39,"04000US34"
"New Jersey","2020/12/19","Workplaces",-10,"04000US34"
"New Jersey","2020/12/20","Workplaces",-13,"04000US34"
"New Jersey","2020/12/21","Workplaces",-40,"04000US34"
"New Jersey","2020/12/22","Workplaces",-41,"04000US34"
"New Jersey","2020/12/23","Workplaces",-41,"04000US34"
"New Jersey","2020/12/24","Workplaces",-58,"04000US34"
"New Jersey","2020/12/25","Workplaces",-84,"04000US34"
"New Jersey","2020/12/26","Workplaces",-25,"04000US34"
"New Jersey","2020/12/27","Workplaces",-18,"04000US34"
"New Jersey","2020/12/28","Workplaces",-47,"04000US34"
"New Jersey","2020/12/29","Workplaces",-48,"04000US34"
"New Jersey","2020/12/30","Workplaces",-47,"04000US34"
"New Jersey","2020/12/31","Workplaces",-54,"04000US34"
"New Jersey","2021/01/01","Workplaces",-79,"04000US34"
"New Jersey","2021/01/02","Workplaces",-21,"04000US34"
"New Jersey","2021/01/03","Workplaces",-21,"04000US34"
"New Jersey","2021/01/04","Workplaces",-40,"04000US34"
"New Jersey","2021/01/05","Workplaces",-41,"04000US34"
"New Jersey","2021/01/06","Workplaces",-40,"04000US34"
"New Jersey","2021/01/07","Workplaces",-40,"04000US34"
"New Jersey","2021/01/08","Workplaces",-38,"04000US34"
"New Jersey","2021/01/09","Workplaces",-13,"04000US34"
"New Jersey","2021/01/10","Workplaces",-16,"04000US34"
"New Jersey","2021/01/11","Workplaces",-39,"04000US34"
"New Jersey","2021/01/12","Workplaces",-40,"04000US34"
"New Jersey","2021/01/13","Workplaces",-40,"04000US34"
"New Jersey","2021/01/14","Workplaces",-40,"04000US34"
"New Jersey","2021/01/15","Workplaces",-39,"04000US34"
"New Jersey","2021/01/16","Workplaces",-15,"04000US34"
"New Jersey","2021/01/17","Workplaces",-18,"04000US34"
"New Jersey","2021/01/18","Workplaces",-51,"04000US34"
"New Jersey","2021/01/19","Workplaces",-40,"04000US34"
"New Jersey","2021/01/20","Workplaces",-41,"04000US34"
"New Jersey","2021/01/21","Workplaces",-39,"04000US34"
"New Jersey","2021/01/22","Workplaces",-37,"04000US34"
"New Jersey","2021/01/23","Workplaces",-14,"04000US34"
"New Jersey","2021/01/24","Workplaces",-18,"04000US34"
"New Jersey","2021/01/25","Workplaces",-39,"04000US34"
"New Jersey","2021/01/26","Workplaces",-43,"04000US34"
"New Jersey","2020/02/15","Residential",0,"04000US34"
"New Jersey","2020/02/16","Residential",0,"04000US34"
"New Jersey","2020/02/17","Residential",8,"04000US34"
"New Jersey","2020/02/18","Residential",1,"04000US34"
"New Jersey","2020/02/19","Residential",0,"04000US34"
"New Jersey","2020/02/20","Residential",0,"04000US34"
"New Jersey","2020/02/21","Residential",1,"04000US34"
"New Jersey","2020/02/22","Residential",-1,"04000US34"
"New Jersey","2020/02/23","Residential",-1,"04000US34"
"New Jersey","2020/02/24","Residential",0,"04000US34"
"New Jersey","2020/02/25","Residential",0,"04000US34"
"New Jersey","2020/02/26","Residential",0,"04000US34"
"New Jersey","2020/02/27","Residential",0,"04000US34"
"New Jersey","2020/02/28","Residential",0,"04000US34"
"New Jersey","2020/02/29","Residential",-1,"04000US34"
"New Jersey","2020/03/01","Residential",-1,"04000US34"
"New Jersey","2020/03/02","Residential",-1,"04000US34"
"New Jersey","2020/03/03","Residential",0,"04000US34"
"New Jersey","2020/03/04","Residential",-1,"04000US34"
"New Jersey","2020/03/05","Residential",-1,"04000US34"
"New Jersey","2020/03/06","Residential",2,"04000US34"
"New Jersey","2020/03/07","Residential",-1,"04000US34"
"New Jersey","2020/03/08","Residential",0,"04000US34"
"New Jersey","2020/03/09","Residential",0,"04000US34"
"New Jersey","2020/03/10","Residential",1,"04000US34"
"New Jersey","2020/03/11","Residential",1,"04000US34"
"New Jersey","2020/03/12","Residential",3,"04000US34"
"New Jersey","2020/03/13","Residential",6,"04000US34"
"New Jersey","2020/03/14","Residential",4,"04000US34"
"New Jersey","2020/03/15","Residential",5,"04000US34"
"New Jersey","2020/03/16","Residential",11,"04000US34"
"New Jersey","2020/03/17","Residential",16,"04000US34"
"New Jersey","2020/03/18","Residential",17,"04000US34"
"New Jersey","2020/03/19","Residential",21,"04000US34"
"New Jersey","2020/03/20","Residential",21,"04000US34"
"New Jersey","2020/03/21","Residential",14,"04000US34"
"New Jersey","2020/03/22","Residential",15,"04000US34"
"New Jersey","2020/03/23","Residential",26,"04000US34"
"New Jersey","2020/03/24","Residential",24,"04000US34"
"New Jersey","2020/03/25","Residential",27,"04000US34"
"New Jersey","2020/03/26","Residential",26,"04000US34"
"New Jersey","2020/03/27","Residential",27,"04000US34"
"New Jersey","2020/03/28","Residential",19,"04000US34"
"New Jersey","2020/03/29","Residential",16,"04000US34"
"New Jersey","2020/03/30","Residential",26,"04000US34"
"New Jersey","2020/03/31","Residential",27,"04000US34"
"New Jersey","2020/04/01","Residential",27,"04000US34"
"New Jersey","2020/04/02","Residential",28,"04000US34"
"New Jersey","2020/04/03","Residential",30,"04000US34"
"New Jersey","2020/04/04","Residential",18,"04000US34"
"New Jersey","2020/04/05","Residential",16,"04000US34"
"New Jersey","2020/04/06","Residential",26,"04000US34"
"New Jersey","2020/04/07","Residential",27,"04000US34"
"New Jersey","2020/04/08","Residential",28,"04000US34"
"New Jersey","2020/04/09","Residential",30,"04000US34"
"New Jersey","2020/04/10","Residential",33,"04000US34"
"New Jersey","2020/04/11","Residential",18,"04000US34"
"New Jersey","2020/04/12","Residential",16,"04000US34"
"New Jersey","2020/04/13","Residential",30,"04000US34"
"New Jersey","2020/04/14","Residential",27,"04000US34"
"New Jersey","2020/04/15","Residential",27,"04000US34"
"New Jersey","2020/04/16","Residential",28,"04000US34"
"New Jersey","2020/04/17","Residential",30,"04000US34"
"New Jersey","2020/04/18","Residential",19,"04000US34"
"New Jersey","2020/04/19","Residential",15,"04000US34"
"New Jersey","2020/04/20","Residential",26,"04000US34"
"New Jersey","2020/04/21","Residential",27,"04000US34"
"New Jersey","2020/04/22","Residential",26,"04000US34"
"New Jersey","2020/04/23","Residential",27,"04000US34"
"New Jersey","2020/04/24","Residential",31,"04000US34"
"New Jersey","2020/04/25","Residential",15,"04000US34"
"New Jersey","2020/04/26","Residential",16,"04000US34"
"New Jersey","2020/04/27","Residential",26,"04000US34"
"New Jersey","2020/04/28","Residential",19,"04000US34"
"New Jersey","2020/04/29","Residential",26,"04000US34"
"New Jersey","2020/04/30","Residential",28,"04000US34"
"New Jersey","2020/05/01","Residential",27,"04000US34"
"New Jersey","2020/05/02","Residential",13,"04000US34"
"New Jersey","2020/05/03","Residential",12,"04000US34"
"New Jersey","2020/05/04","Residential",23,"04000US34"
"New Jersey","2020/05/05","Residential",23,"04000US34"
"New Jersey","2020/05/06","Residential",25,"04000US34"
"New Jersey","2020/05/07","Residential",23,"04000US34"
"New Jersey","2020/05/08","Residential",27,"04000US34"
"New Jersey","2020/05/09","Residential",15,"04000US34"
"New Jersey","2020/05/10","Residential",10,"04000US34"
"New Jersey","2020/05/11","Residential",23,"04000US34"
"New Jersey","2020/05/12","Residential",23,"04000US34"
"New Jersey","2020/05/13","Residential",22,"04000US34"
"New Jersey","2020/05/14","Residential",23,"04000US34"
"New Jersey","2020/05/15","Residential",23,"04000US34"
"New Jersey","2020/05/16","Residential",11,"04000US34"
"New Jersey","2020/05/17","Residential",11,"04000US34"
"New Jersey","2020/05/18","Residential",21,"04000US34"
"New Jersey","2020/05/19","Residential",22,"04000US34"
"New Jersey","2020/05/20","Residential",21,"04000US34"
"New Jersey","2020/05/21","Residential",21,"04000US34"
"New Jersey","2020/05/22","Residential",23,"04000US34"
"New Jersey","2020/05/23","Residential",14,"04000US34"
"New Jersey","2020/05/24","Residential",8,"04000US34"
"New Jersey","2020/05/25","Residential",26,"04000US34"
"New Jersey","2020/05/26","Residential",19,"04000US34"
"New Jersey","2020/05/27","Residential",20,"04000US34"
"New Jersey","2020/05/28","Residential",21,"04000US34"
"New Jersey","2020/05/29","Residential",22,"04000US34"
"New Jersey","2020/05/30","Residential",9,"04000US34"
"New Jersey","2020/05/31","Residential",8,"04000US34"
"New Jersey","2020/06/01","Residential",18,"04000US34"
"New Jersey","2020/06/02","Residential",19,"04000US34"
"New Jersey","2020/06/03","Residential",20,"04000US34"
"New Jersey","2020/06/04","Residential",19,"04000US34"
"New Jersey","2020/06/05","Residential",21,"04000US34"
"New Jersey","2020/06/06","Residential",8,"04000US34"
"New Jersey","2020/06/07","Residential",6,"04000US34"
"New Jersey","2020/06/08","Residential",17,"04000US34"
"New Jersey","2020/06/09","Residential",17,"04000US34"
"New Jersey","2020/06/10","Residential",17,"04000US34"
"New Jersey","2020/06/11","Residential",20,"04000US34"
"New Jersey","2020/06/12","Residential",17,"04000US34"
"New Jersey","2020/06/13","Residential",6,"04000US34"
"New Jersey","2020/06/14","Residential",6,"04000US34"
"New Jersey","2020/06/15","Residential",16,"04000US34"
"New Jersey","2020/06/16","Residential",16,"04000US34"
"New Jersey","2020/06/17","Residential",16,"04000US34"
"New Jersey","2020/06/18","Residential",17,"04000US34"
"New Jersey","2020/06/19","Residential",15,"04000US34"
"New Jersey","2020/06/20","Residential",6,"04000US34"
"New Jersey","2020/06/21","Residential",4,"04000US34"
"New Jersey","2020/06/22","Residential",15,"04000US34"
"New Jersey","2020/06/23","Residential",15,"04000US34"
"New Jersey","2020/06/24","Residential",14,"04000US34"
"New Jersey","2020/06/25","Residential",15,"04000US34"
"New Jersey","2020/06/26","Residential",14,"04000US34"
"New Jersey","2020/06/27","Residential",6,"04000US34"
"New Jersey","2020/06/28","Residential",5,"04000US34"
"New Jersey","2020/06/29","Residential",13,"04000US34"
"New Jersey","2020/06/30","Residential",14,"04000US34"
"New Jersey","2020/07/01","Residential",14,"04000US34"
"New Jersey","2020/07/02","Residential",12,"04000US34"
"New Jersey","2020/07/03","Residential",18,"04000US34"
"New Jersey","2020/07/04","Residential",5,"04000US34"
"New Jersey","2020/07/05","Residential",3,"04000US34"
"New Jersey","2020/07/06","Residential",15,"04000US34"
"New Jersey","2020/07/07","Residential",13,"04000US34"
"New Jersey","2020/07/08","Residential",14,"04000US34"
"New Jersey","2020/07/09","Residential",13,"04000US34"
"New Jersey","2020/07/10","Residential",20,"04000US34"
"New Jersey","2020/07/11","Residential",5,"04000US34"
"New Jersey","2020/07/12","Residential",3,"04000US34"
"New Jersey","2020/07/13","Residential",13,"04000US34"
"New Jersey","2020/07/14","Residential",13,"04000US34"
"New Jersey","2020/07/15","Residential",13,"04000US34"
"New Jersey","2020/07/16","Residential",13,"04000US34"
"New Jersey","2020/07/17","Residential",14,"04000US34"
"New Jersey","2020/07/18","Residential",3,"04000US34"
"New Jersey","2020/07/19","Residential",4,"04000US34"
"New Jersey","2020/07/20","Residential",14,"04000US34"
"New Jersey","2020/07/21","Residential",13,"04000US34"
"New Jersey","2020/07/22","Residential",15,"04000US34"
"New Jersey","2020/07/23","Residential",14,"04000US34"
"New Jersey","2020/07/24","Residential",15,"04000US34"
"New Jersey","2020/07/25","Residential",3,"04000US34"
"New Jersey","2020/07/26","Residential",3,"04000US34"
"New Jersey","2020/07/27","Residential",13,"04000US34"
"New Jersey","2020/07/28","Residential",13,"04000US34"
"New Jersey","2020/07/29","Residential",13,"04000US34"
"New Jersey","2020/07/30","Residential",13,"04000US34"
"New Jersey","2020/07/31","Residential",14,"04000US34"
"New Jersey","2020/08/01","Residential",2,"04000US34"
"New Jersey","2020/08/02","Residential",4,"04000US34"
"New Jersey","2020/08/03","Residential",12,"04000US34"
"New Jersey","2020/08/04","Residential",17,"04000US34"
"New Jersey","2020/08/05","Residential",9,"04000US34"
"New Jersey","2020/08/06","Residential",11,"04000US34"
"New Jersey","2020/08/07","Residential",14,"04000US34"
"New Jersey","2020/08/08","Residential",3,"04000US34"
"New Jersey","2020/08/09","Residential",2,"04000US34"
"New Jersey","2020/08/10","Residential",12,"04000US34"
"New Jersey","2020/08/11","Residential",12,"04000US34"
"New Jersey","2020/08/12","Residential",13,"04000US34"
"New Jersey","2020/08/13","Residential",14,"04000US34"
"New Jersey","2020/08/14","Residential",12,"04000US34"
"New Jersey","2020/08/15","Residential",2,"04000US34"
"New Jersey","2020/08/16","Residential",6,"04000US34"
"New Jersey","2020/08/17","Residential",12,"04000US34"
"New Jersey","2020/08/18","Residential",12,"04000US34"
"New Jersey","2020/08/19","Residential",13,"04000US34"
"New Jersey","2020/08/20","Residential",11,"04000US34"
"New Jersey","2020/08/21","Residential",12,"04000US34"
"New Jersey","2020/08/22","Residential",2,"04000US34"
"New Jersey","2020/08/23","Residential",3,"04000US34"
"New Jersey","2020/08/24","Residential",12,"04000US34"
"New Jersey","2020/08/25","Residential",12,"04000US34"
"New Jersey","2020/08/26","Residential",11,"04000US34"
"New Jersey","2020/08/27","Residential",12,"04000US34"
"New Jersey","2020/08/28","Residential",12,"04000US34"
"New Jersey","2020/08/29","Residential",5,"04000US34"
"New Jersey","2020/08/30","Residential",1,"04000US34"
"New Jersey","2020/08/31","Residential",11,"04000US34"
"New Jersey","2020/09/01","Residential",12,"04000US34"
"New Jersey","2020/09/02","Residential",12,"04000US34"
"New Jersey","2020/09/03","Residential",12,"04000US34"
"New Jersey","2020/09/04","Residential",10,"04000US34"
"New Jersey","2020/09/05","Residential",1,"04000US34"
"New Jersey","2020/09/06","Residential",0,"04000US34"
"New Jersey","2020/09/07","Residential",18,"04000US34"
"New Jersey","2020/09/08","Residential",11,"04000US34"
"New Jersey","2020/09/09","Residential",12,"04000US34"
"New Jersey","2020/09/10","Residential",14,"04000US34"
"New Jersey","2020/09/11","Residential",11,"04000US34"
"New Jersey","2020/09/12","Residential",2,"04000US34"
"New Jersey","2020/09/13","Residential",3,"04000US34"
"New Jersey","2020/09/14","Residential",11,"04000US34"
"New Jersey","2020/09/15","Residential",11,"04000US34"
"New Jersey","2020/09/16","Residential",11,"04000US34"
"New Jersey","2020/09/17","Residential",12,"04000US34"
"New Jersey","2020/09/18","Residential",11,"04000US34"
"New Jersey","2020/09/19","Residential",2,"04000US34"
"New Jersey","2020/09/20","Residential",2,"04000US34"
"New Jersey","2020/09/21","Residential",12,"04000US34"
"New Jersey","2020/09/22","Residential",12,"04000US34"
"New Jersey","2020/09/23","Residential",12,"04000US34"
"New Jersey","2020/09/24","Residential",12,"04000US34"
"New Jersey","2020/09/25","Residential",11,"04000US34"
"New Jersey","2020/09/26","Residential",2,"04000US34"
"New Jersey","2020/09/27","Residential",3,"04000US34"
"New Jersey","2020/09/28","Residential",12,"04000US34"
"New Jersey","2020/09/29","Residential",13,"04000US34"
"New Jersey","2020/09/30","Residential",12,"04000US34"
"New Jersey","2020/10/01","Residential",11,"04000US34"
"New Jersey","2020/10/02","Residential",11,"04000US34"
"New Jersey","2020/10/03","Residential",2,"04000US34"
"New Jersey","2020/10/04","Residential",2,"04000US34"
"New Jersey","2020/10/05","Residential",11,"04000US34"
"New Jersey","2020/10/06","Residential",11,"04000US34"
"New Jersey","2020/10/07","Residential",12,"04000US34"
"New Jersey","2020/10/08","Residential",12,"04000US34"
"New Jersey","2020/10/09","Residential",11,"04000US34"
"New Jersey","2020/10/10","Residential",2,"04000US34"
"New Jersey","2020/10/11","Residential",3,"04000US34"
"New Jersey","2020/10/12","Residential",17,"04000US34"
"New Jersey","2020/10/13","Residential",13,"04000US34"
"New Jersey","2020/10/14","Residential",11,"04000US34"
"New Jersey","2020/10/15","Residential",11,"04000US34"
"New Jersey","2020/10/16","Residential",15,"04000US34"
"New Jersey","2020/10/17","Residential",2,"04000US34"
"New Jersey","2020/10/18","Residential",3,"04000US34"
"New Jersey","2020/10/19","Residential",12,"04000US34"
"New Jersey","2020/10/20","Residential",12,"04000US34"
"New Jersey","2020/10/21","Residential",12,"04000US34"
"New Jersey","2020/10/22","Residential",12,"04000US34"
"New Jersey","2020/10/23","Residential",11,"04000US34"
"New Jersey","2020/10/24","Residential",2,"04000US34"
"New Jersey","2020/10/25","Residential",4,"04000US34"
"New Jersey","2020/10/26","Residential",13,"04000US34"
"New Jersey","2020/10/27","Residential",12,"04000US34"
"New Jersey","2020/10/28","Residential",13,"04000US34"
"New Jersey","2020/10/29","Residential",16,"04000US34"
"New Jersey","2020/10/30","Residential",14,"04000US34"
"New Jersey","2020/10/31","Residential",3,"04000US34"
"New Jersey","2020/11/01","Residential",6,"04000US34"
"New Jersey","2020/11/02","Residential",13,"04000US34"
"New Jersey","2020/11/03","Residential",14,"04000US34"
"New Jersey","2020/11/04","Residential",13,"04000US34"
"New Jersey","2020/11/05","Residential",13,"04000US34"
"New Jersey","2020/11/06","Residential",13,"04000US34"
"New Jersey","2020/11/07","Residential",3,"04000US34"
"New Jersey","2020/11/08","Residential",3,"04000US34"
"New Jersey","2020/11/09","Residential",12,"04000US34"
"New Jersey","2020/11/10","Residential",12,"04000US34"
"New Jersey","2020/11/11","Residential",16,"04000US34"
"New Jersey","2020/11/12","Residential",16,"04000US34"
"New Jersey","2020/11/13","Residential",15,"04000US34"
"New Jersey","2020/11/14","Residential",5,"04000US34"
"New Jersey","2020/11/15","Residential",6,"04000US34"
"New Jersey","2020/11/16","Residential",13,"04000US34"
"New Jersey","2020/11/17","Residential",14,"04000US34"
"New Jersey","2020/11/18","Residential",15,"04000US34"
"New Jersey","2020/11/19","Residential",14,"04000US34"
"New Jersey","2020/11/20","Residential",14,"04000US34"
"New Jersey","2020/11/21","Residential",5,"04000US34"
"New Jersey","2020/11/22","Residential",6,"04000US34"
"New Jersey","2020/11/23","Residential",14,"04000US34"
"New Jersey","2020/11/24","Residential",13,"04000US34"
"New Jersey","2020/11/25","Residential",13,"04000US34"
"New Jersey","2020/11/26","Residential",27,"04000US34"
"New Jersey","2020/11/27","Residential",21,"04000US34"
"New Jersey","2020/11/28","Residential",7,"04000US34"
"New Jersey","2020/11/29","Residential",6,"04000US34"
"New Jersey","2020/11/30","Residential",17,"04000US34"
"New Jersey","2020/12/01","Residential",14,"04000US34"
"New Jersey","2020/12/02","Residential",15,"04000US34"
"New Jersey","2020/12/03","Residential",15,"04000US34"
"New Jersey","2020/12/04","Residential",16,"04000US34"
"New Jersey","2020/12/05","Residential",9,"04000US34"
"New Jersey","2020/12/06","Residential",7,"04000US34"
"New Jersey","2020/12/07","Residential",14,"04000US34"
"New Jersey","2020/12/08","Residential",15,"04000US34"
"New Jersey","2020/12/09","Residential",16,"04000US34"
"New Jersey","2020/12/10","Residential",15,"04000US34"
"New Jersey","2020/12/11","Residential",15,"04000US34"
"New Jersey","2020/12/12","Residential",6,"04000US34"
"New Jersey","2020/12/13","Residential",6,"04000US34"
"New Jersey","2020/12/14","Residential",16,"04000US34"
"New Jersey","2020/12/15","Residential",13,"04000US34"
"New Jersey","2020/12/16","Residential",19,"04000US34"
"New Jersey","2020/12/17","Residential",28,"04000US34"
"New Jersey","2020/12/18","Residential",17,"04000US34"
"New Jersey","2020/12/19","Residential",7,"04000US34"
"New Jersey","2020/12/20","Residential",7,"04000US34"
"New Jersey","2020/12/21","Residential",13,"04000US34"
"New Jersey","2020/12/22","Residential",13,"04000US34"
"New Jersey","2020/12/23","Residential",12,"04000US34"
"New Jersey","2020/12/24","Residential",17,"04000US34"
"New Jersey","2020/12/25","Residential",31,"04000US34"
"New Jersey","2020/12/26","Residential",10,"04000US34"
"New Jersey","2020/12/27","Residential",8,"04000US34"
"New Jersey","2020/12/28","Residential",16,"04000US34"
"New Jersey","2020/12/29","Residential",16,"04000US34"
"New Jersey","2020/12/30","Residential",15,"04000US34"
"New Jersey","2020/12/31","Residential",18,"04000US34"
"New Jersey","2021/01/01","Residential",31,"04000US34"
"New Jersey","2021/01/02","Residential",9,"04000US34"
"New Jersey","2021/01/03","Residential",10,"04000US34"
"New Jersey","2021/01/04","Residential",15,"04000US34"
"New Jersey","2021/01/05","Residential",16,"04000US34"
"New Jersey","2021/01/06","Residential",16,"04000US34"
"New Jersey","2021/01/07","Residential",17,"04000US34"
"New Jersey","2021/01/08","Residential",17,"04000US34"
"New Jersey","2021/01/09","Residential",8,"04000US34"
"New Jersey","2021/01/10","Residential",8,"04000US34"
"New Jersey","2021/01/11","Residential",16,"04000US34"
"New Jersey","2021/01/12","Residential",15,"04000US34"
"New Jersey","2021/01/13","Residential",16,"04000US34"
"New Jersey","2021/01/14","Residential",15,"04000US34"
"New Jersey","2021/01/15","Residential",16,"04000US34"
"New Jersey","2021/01/16","Residential",8,"04000US34"
"New Jersey","2021/01/17","Residential",7,"04000US34"
"New Jersey","2021/01/18","Residential",17,"04000US34"
"New Jersey","2021/01/19","Residential",15,"04000US34"
"New Jersey","2021/01/20","Residential",16,"04000US34"
"New Jersey","2021/01/21","Residential",16,"04000US34"
"New Jersey","2021/01/22","Residential",16,"04000US34"
"New Jersey","2021/01/23","Residential",8,"04000US34"
"New Jersey","2021/01/24","Residential",8,"04000US34"
"New Jersey","2021/01/25","Residential",15,"04000US34"
"New Jersey","2021/01/26","Residential",18,"04000US34"
