Geography,Date,Type,Percent Change from Baseline,ID Geography
"New Jersey","2020/04/26","Grocery and Pharmacy",-35,"04000US34"
"New Jersey","2020/04/27","Grocery and Pharmacy",-23,"04000US34"
"New Jersey","2020/04/28","Grocery and Pharmacy",-15,"04000US34"
"New Jersey","2020/04/29","Grocery and Pharmacy",-20,"04000US34"
"New Jersey","2020/04/30","Grocery and Pharmacy",-23,"04000US34"
"New Jersey","2020/05/01","Grocery and Pharmacy",-17,"04000US34"
"New Jersey","2020/05/02","Grocery and Pharmacy",-13,"04000US34"
"New Jersey","2020/05/03","Grocery and Pharmacy",-19,"04000US34"
"New Jersey","2020/05/04","Grocery and Pharmacy",-15,"04000US34"
"New Jersey","2020/05/05","Grocery and Pharmacy",-10,"04000US34"
"New Jersey","2020/05/06","Grocery and Pharmacy",-19,"04000US34"
"New Jersey","2020/05/07","Grocery and Pharmacy",-10,"04000US34"
"New Jersey","2020/05/08","Grocery and Pharmacy",-15,"04000US34"
"New Jersey","2020/05/09","Grocery and Pharmacy",-5,"04000US34"
"New Jersey","2020/05/10","Grocery and Pharmacy",-13,"04000US34"
"New Jersey","2020/05/11","Grocery and Pharmacy",-21,"04000US34"
"New Jersey","2020/05/12","Grocery and Pharmacy",-12,"04000US34"
"New Jersey","2020/05/13","Grocery and Pharmacy",-12,"04000US34"
"New Jersey","2020/05/14","Grocery and Pharmacy",-12,"04000US34"
"New Jersey","2020/05/15","Grocery and Pharmacy",-12,"04000US34"
"New Jersey","2020/05/16","Grocery and Pharmacy",-11,"04000US34"
"New Jersey","2020/05/17","Grocery and Pharmacy",-17,"04000US34"
"New Jersey","2020/05/18","Grocery and Pharmacy",-14,"04000US34"
"New Jersey","2020/05/19","Grocery and Pharmacy",-10,"04000US34"
"New Jersey","2020/05/20","Grocery and Pharmacy",-9,"04000US34"
"New Jersey","2020/05/21","Grocery and Pharmacy",-6,"04000US34"
"New Jersey","2020/05/22","Grocery and Pharmacy",-9,"04000US34"
"New Jersey","2020/05/23","Grocery and Pharmacy",-15,"04000US34"
"New Jersey","2020/05/24","Grocery and Pharmacy",-11,"04000US34"
"New Jersey","2020/05/25","Grocery and Pharmacy",-15,"04000US34"
"New Jersey","2020/05/26","Grocery and Pharmacy",-9,"04000US34"
"New Jersey","2020/05/27","Grocery and Pharmacy",-9,"04000US34"
"New Jersey","2020/05/28","Grocery and Pharmacy",-10,"04000US34"
"New Jersey","2020/05/29","Grocery and Pharmacy",-11,"04000US34"
"New Jersey","2020/05/30","Grocery and Pharmacy",-6,"04000US34"
"New Jersey","2020/05/31","Grocery and Pharmacy",-10,"04000US34"
"New Jersey","2020/06/01","Grocery and Pharmacy",-8,"04000US34"
"New Jersey","2020/06/02","Grocery and Pharmacy",-5,"04000US34"
"New Jersey","2020/06/03","Grocery and Pharmacy",-7,"04000US34"
"New Jersey","2020/06/04","Grocery and Pharmacy",-1,"04000US34"
"New Jersey","2020/06/05","Grocery and Pharmacy",-7,"04000US34"
"New Jersey","2020/06/06","Grocery and Pharmacy",-2,"04000US34"
"New Jersey","2020/06/07","Grocery and Pharmacy",-6,"04000US34"
"New Jersey","2020/06/08","Grocery and Pharmacy",-6,"04000US34"
"New Jersey","2020/06/09","Grocery and Pharmacy",-1,"04000US34"
"New Jersey","2020/06/10","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/06/11","Grocery and Pharmacy",-7,"04000US34"
"New Jersey","2020/06/12","Grocery and Pharmacy",0,"04000US34"
"New Jersey","2020/06/13","Grocery and Pharmacy",1,"04000US34"
"New Jersey","2020/06/14","Grocery and Pharmacy",-5,"04000US34"
"New Jersey","2020/06/15","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/06/16","Grocery and Pharmacy",0,"04000US34"
"New Jersey","2020/06/17","Grocery and Pharmacy",-2,"04000US34"
"New Jersey","2020/06/18","Grocery and Pharmacy",-1,"04000US34"
"New Jersey","2020/06/19","Grocery and Pharmacy",1,"04000US34"
"New Jersey","2020/06/20","Grocery and Pharmacy",4,"04000US34"
"New Jersey","2020/06/21","Grocery and Pharmacy",-3,"04000US34"
"New Jersey","2020/06/22","Grocery and Pharmacy",-5,"04000US34"
"New Jersey","2020/06/23","Grocery and Pharmacy",1,"04000US34"
"New Jersey","2020/06/24","Grocery and Pharmacy",0,"04000US34"
"New Jersey","2020/06/25","Grocery and Pharmacy",1,"04000US34"
"New Jersey","2020/06/26","Grocery and Pharmacy",0,"04000US34"
"New Jersey","2020/06/27","Grocery and Pharmacy",-2,"04000US34"
"New Jersey","2020/06/28","Grocery and Pharmacy",-5,"04000US34"
"New Jersey","2020/06/29","Grocery and Pharmacy",-1,"04000US34"
"New Jersey","2020/06/30","Grocery and Pharmacy",1,"04000US34"
"New Jersey","2020/07/01","Grocery and Pharmacy",1,"04000US34"
"New Jersey","2020/07/02","Grocery and Pharmacy",12,"04000US34"
"New Jersey","2020/07/03","Grocery and Pharmacy",14,"04000US34"
"New Jersey","2020/07/04","Grocery and Pharmacy",-5,"04000US34"
"New Jersey","2020/07/05","Grocery and Pharmacy",-9,"04000US34"
"New Jersey","2020/07/06","Grocery and Pharmacy",-6,"04000US34"
"New Jersey","2020/07/07","Grocery and Pharmacy",5,"04000US34"
"New Jersey","2020/07/08","Grocery and Pharmacy",0,"04000US34"
"New Jersey","2020/07/09","Grocery and Pharmacy",4,"04000US34"
"New Jersey","2020/07/10","Grocery and Pharmacy",-16,"04000US34"
"New Jersey","2020/07/11","Grocery and Pharmacy",3,"04000US34"
"New Jersey","2020/07/12","Grocery and Pharmacy",-2,"04000US34"
"New Jersey","2020/07/13","Grocery and Pharmacy",1,"04000US34"
"New Jersey","2020/07/14","Grocery and Pharmacy",4,"04000US34"
"New Jersey","2020/07/15","Grocery and Pharmacy",2,"04000US34"
"New Jersey","2020/07/16","Grocery and Pharmacy",3,"04000US34"
"New Jersey","2020/07/17","Grocery and Pharmacy",0,"04000US34"
"New Jersey","2020/07/18","Grocery and Pharmacy",2,"04000US34"
"New Jersey","2020/07/19","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/07/20","Grocery and Pharmacy",-2,"04000US34"
"New Jersey","2020/07/21","Grocery and Pharmacy",3,"04000US34"
"New Jersey","2020/07/22","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/07/23","Grocery and Pharmacy",1,"04000US34"
"New Jersey","2020/07/24","Grocery and Pharmacy",-2,"04000US34"
"New Jersey","2020/07/25","Grocery and Pharmacy",2,"04000US34"
"New Jersey","2020/07/26","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/07/27","Grocery and Pharmacy",0,"04000US34"
"New Jersey","2020/07/28","Grocery and Pharmacy",2,"04000US34"
"New Jersey","2020/07/29","Grocery and Pharmacy",2,"04000US34"
"New Jersey","2020/07/30","Grocery and Pharmacy",1,"04000US34"
"New Jersey","2020/07/31","Grocery and Pharmacy",0,"04000US34"
"New Jersey","2020/08/01","Grocery and Pharmacy",2,"04000US34"
"New Jersey","2020/08/02","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/08/03","Grocery and Pharmacy",5,"04000US34"
"New Jersey","2020/08/04","Grocery and Pharmacy",-14,"04000US34"
"New Jersey","2020/08/05","Grocery and Pharmacy",6,"04000US34"
"New Jersey","2020/08/06","Grocery and Pharmacy",4,"04000US34"
"New Jersey","2020/08/07","Grocery and Pharmacy",-2,"04000US34"
"New Jersey","2020/08/08","Grocery and Pharmacy",2,"04000US34"
"New Jersey","2020/08/09","Grocery and Pharmacy",-3,"04000US34"
"New Jersey","2020/08/10","Grocery and Pharmacy",-1,"04000US34"
"New Jersey","2020/08/11","Grocery and Pharmacy",1,"04000US34"
"New Jersey","2020/08/12","Grocery and Pharmacy",-3,"04000US34"
"New Jersey","2020/08/13","Grocery and Pharmacy",-2,"04000US34"
"New Jersey","2020/08/14","Grocery and Pharmacy",-2,"04000US34"
"New Jersey","2020/08/15","Grocery and Pharmacy",-2,"04000US34"
"New Jersey","2020/08/16","Grocery and Pharmacy",-12,"04000US34"
"New Jersey","2020/08/17","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/08/18","Grocery and Pharmacy",0,"04000US34"
"New Jersey","2020/08/19","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/08/20","Grocery and Pharmacy",1,"04000US34"
"New Jersey","2020/08/21","Grocery and Pharmacy",-1,"04000US34"
"New Jersey","2020/08/22","Grocery and Pharmacy",-2,"04000US34"
"New Jersey","2020/08/23","Grocery and Pharmacy",-7,"04000US34"
"New Jersey","2020/08/24","Grocery and Pharmacy",-3,"04000US34"
"New Jersey","2020/08/25","Grocery and Pharmacy",0,"04000US34"
"New Jersey","2020/08/26","Grocery and Pharmacy",-1,"04000US34"
"New Jersey","2020/08/27","Grocery and Pharmacy",-2,"04000US34"
"New Jersey","2020/08/28","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/08/29","Grocery and Pharmacy",-5,"04000US34"
"New Jersey","2020/08/30","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/08/31","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/09/01","Grocery and Pharmacy",1,"04000US34"
"New Jersey","2020/09/02","Grocery and Pharmacy",-2,"04000US34"
"New Jersey","2020/09/03","Grocery and Pharmacy",2,"04000US34"
"New Jersey","2020/09/04","Grocery and Pharmacy",3,"04000US34"
"New Jersey","2020/09/05","Grocery and Pharmacy",2,"04000US34"
"New Jersey","2020/09/06","Grocery and Pharmacy",-2,"04000US34"
"New Jersey","2020/09/07","Grocery and Pharmacy",-3,"04000US34"
"New Jersey","2020/09/08","Grocery and Pharmacy",0,"04000US34"
"New Jersey","2020/09/09","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/09/10","Grocery and Pharmacy",-6,"04000US34"
"New Jersey","2020/09/11","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/09/12","Grocery and Pharmacy",0,"04000US34"
"New Jersey","2020/09/13","Grocery and Pharmacy",-5,"04000US34"
"New Jersey","2020/09/14","Grocery and Pharmacy",-5,"04000US34"
"New Jersey","2020/09/15","Grocery and Pharmacy",-1,"04000US34"
"New Jersey","2020/09/16","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/09/17","Grocery and Pharmacy",-3,"04000US34"
"New Jersey","2020/09/18","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/09/19","Grocery and Pharmacy",1,"04000US34"
"New Jersey","2020/09/20","Grocery and Pharmacy",-6,"04000US34"
"New Jersey","2020/09/21","Grocery and Pharmacy",-6,"04000US34"
"New Jersey","2020/09/22","Grocery and Pharmacy",-3,"04000US34"
"New Jersey","2020/09/23","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/09/24","Grocery and Pharmacy",-3,"04000US34"
"New Jersey","2020/09/25","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/09/26","Grocery and Pharmacy",-2,"04000US34"
"New Jersey","2020/09/27","Grocery and Pharmacy",-7,"04000US34"
"New Jersey","2020/09/28","Grocery and Pharmacy",-6,"04000US34"
"New Jersey","2020/09/29","Grocery and Pharmacy",-8,"04000US34"
"New Jersey","2020/09/30","Grocery and Pharmacy",-2,"04000US34"
"New Jersey","2020/10/01","Grocery and Pharmacy",0,"04000US34"
"New Jersey","2020/10/02","Grocery and Pharmacy",-2,"04000US34"
"New Jersey","2020/10/03","Grocery and Pharmacy",1,"04000US34"
"New Jersey","2020/10/04","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/10/05","Grocery and Pharmacy",-3,"04000US34"
"New Jersey","2020/10/06","Grocery and Pharmacy",-1,"04000US34"
"New Jersey","2020/10/07","Grocery and Pharmacy",-5,"04000US34"
"New Jersey","2020/10/08","Grocery and Pharmacy",-2,"04000US34"
"New Jersey","2020/10/09","Grocery and Pharmacy",-3,"04000US34"
"New Jersey","2020/10/10","Grocery and Pharmacy",-1,"04000US34"
"New Jersey","2020/10/11","Grocery and Pharmacy",-8,"04000US34"
"New Jersey","2020/10/12","Grocery and Pharmacy",-14,"04000US34"
"New Jersey","2020/10/13","Grocery and Pharmacy",-5,"04000US34"
"New Jersey","2020/10/14","Grocery and Pharmacy",-3,"04000US34"
"New Jersey","2020/10/15","Grocery and Pharmacy",-1,"04000US34"
"New Jersey","2020/10/16","Grocery and Pharmacy",-13,"04000US34"
"New Jersey","2020/10/17","Grocery and Pharmacy",2,"04000US34"
"New Jersey","2020/10/18","Grocery and Pharmacy",-6,"04000US34"
"New Jersey","2020/10/19","Grocery and Pharmacy",-6,"04000US34"
"New Jersey","2020/10/20","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/10/21","Grocery and Pharmacy",-5,"04000US34"
"New Jersey","2020/10/22","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/10/23","Grocery and Pharmacy",-3,"04000US34"
"New Jersey","2020/10/24","Grocery and Pharmacy",-1,"04000US34"
"New Jersey","2020/10/25","Grocery and Pharmacy",-7,"04000US34"
"New Jersey","2020/10/26","Grocery and Pharmacy",-8,"04000US34"
"New Jersey","2020/10/27","Grocery and Pharmacy",-2,"04000US34"
"New Jersey","2020/10/28","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/10/29","Grocery and Pharmacy",-15,"04000US34"
"New Jersey","2020/10/30","Grocery and Pharmacy",-3,"04000US34"
"New Jersey","2020/10/31","Grocery and Pharmacy",2,"04000US34"
"New Jersey","2020/11/01","Grocery and Pharmacy",-14,"04000US34"
"New Jersey","2020/11/02","Grocery and Pharmacy",-5,"04000US34"
"New Jersey","2020/11/03","Grocery and Pharmacy",1,"04000US34"
"New Jersey","2020/11/04","Grocery and Pharmacy",-7,"04000US34"
"New Jersey","2020/11/05","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/11/06","Grocery and Pharmacy",-6,"04000US34"
"New Jersey","2020/11/07","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/11/08","Grocery and Pharmacy",-8,"04000US34"
"New Jersey","2020/11/09","Grocery and Pharmacy",-7,"04000US34"
"New Jersey","2020/11/10","Grocery and Pharmacy",-3,"04000US34"
"New Jersey","2020/11/11","Grocery and Pharmacy",-10,"04000US34"
"New Jersey","2020/11/12","Grocery and Pharmacy",-9,"04000US34"
"New Jersey","2020/11/13","Grocery and Pharmacy",-7,"04000US34"
"New Jersey","2020/11/14","Grocery and Pharmacy",-3,"04000US34"
"New Jersey","2020/11/15","Grocery and Pharmacy",-11,"04000US34"
"New Jersey","2020/11/16","Grocery and Pharmacy",-6,"04000US34"
"New Jersey","2020/11/17","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/11/18","Grocery and Pharmacy",-6,"04000US34"
"New Jersey","2020/11/19","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/11/20","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/11/21","Grocery and Pharmacy",-3,"04000US34"
"New Jersey","2020/11/22","Grocery and Pharmacy",-8,"04000US34"
"New Jersey","2020/11/23","Grocery and Pharmacy",-1,"04000US34"
"New Jersey","2020/11/24","Grocery and Pharmacy",10,"04000US34"
"New Jersey","2020/11/25","Grocery and Pharmacy",23,"04000US34"
"New Jersey","2020/11/26","Grocery and Pharmacy",-28,"04000US34"
"New Jersey","2020/11/27","Grocery and Pharmacy",-18,"04000US34"
"New Jersey","2020/11/28","Grocery and Pharmacy",-14,"04000US34"
"New Jersey","2020/11/29","Grocery and Pharmacy",-15,"04000US34"
"New Jersey","2020/11/30","Grocery and Pharmacy",-22,"04000US34"
"New Jersey","2020/12/01","Grocery and Pharmacy",-1,"04000US34"
"New Jersey","2020/12/02","Grocery and Pharmacy",-6,"04000US34"
"New Jersey","2020/12/03","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/12/04","Grocery and Pharmacy",-8,"04000US34"
"New Jersey","2020/12/05","Grocery and Pharmacy",-9,"04000US34"
"New Jersey","2020/12/06","Grocery and Pharmacy",-10,"04000US34"
"New Jersey","2020/12/07","Grocery and Pharmacy",-8,"04000US34"
