week_ended,reflecting_week_end,fips_code,state_name,initial_claims,continued_claims,covered_employment,insured_unemployment_rate,Timestamp,Date,ID Geography,Geography
6/29/2019,6/22/2019,04000US22,Louisiana,2206,17617,1882518,0.94,1.56178E+12,"June 29th, 2019",04000US22,Louisiana
6/29/2019,6/22/2019,04000US27,Minnesota,2999,26120,2841346,0.92,1.56178E+12,"June 29th, 2019",04000US27,Minnesota
6/29/2019,6/22/2019,04000US34,New Jersey,18558,80090,3986579,2.01,1.56178E+12,"June 29th, 2019",04000US34,New Jersey
6/29/2019,6/22/2019,04000US55,Wisconsin,4345,25106,2839742,0.88,1.56178E+12,"June 29th, 2019",04000US55,Wisconsin
6/22/2019,6/15/2019,04000US08,Colorado,1537,18078,2605045,0.69,1.56118E+12,"June 22nd, 2019",04000US08,Colorado
6/22/2019,6/15/2019,04000US22,Louisiana,2238,16630,1882518,0.88,1.56118E+12,"June 22nd, 2019",04000US22,Louisiana
6/22/2019,6/15/2019,04000US27,Minnesota,2593,26186,2841346,0.92,1.56118E+12,"June 22nd, 2019",04000US27,Minnesota
6/22/2019,6/15/2019,04000US34,New Jersey,13644,75852,3986579,1.9,1.56118E+12,"June 22nd, 2019",04000US34,New Jersey
6/22/2019,6/15/2019,04000US55,Wisconsin,5467,23915,2839742,0.84,1.56118E+12,"June 22nd, 2019",04000US55,Wisconsin
6/15/2019,6/8/2019,04000US08,Colorado,1517,17158,2605045,0.66,1.56057E+12,"June 15th, 2019",04000US08,Colorado
6/15/2019,6/8/2019,04000US22,Louisiana,2372,16384,1882518,0.87,1.56057E+12,"June 15th, 2019",04000US22,Louisiana
6/15/2019,6/8/2019,04000US27,Minnesota,2785,26565,2841346,0.93,1.56057E+12,"June 15th, 2019",04000US27,Minnesota
6/15/2019,6/8/2019,04000US34,New Jersey,8064,75278,3986579,1.89,1.56057E+12,"June 15th, 2019",04000US34,New Jersey
6/15/2019,6/8/2019,04000US55,Wisconsin,5208,21574,2839742,0.76,1.56057E+12,"June 15th, 2019",04000US55,Wisconsin
6/8/2019,6/1/2019,04000US08,Colorado,1978,18061,2605045,0.69,1.55997E+12,"June 8th, 2019",04000US08,Colorado
6/8/2019,6/1/2019,04000US22,Louisiana,2818,15358,1882518,0.82,1.55997E+12,"June 8th, 2019",04000US22,Louisiana
6/8/2019,6/1/2019,04000US27,Minnesota,3350,27623,2841346,0.97,1.55997E+12,"June 8th, 2019",04000US27,Minnesota
6/8/2019,6/1/2019,04000US34,New Jersey,8217,76710,3986579,1.92,1.55997E+12,"June 8th, 2019",04000US34,New Jersey
6/8/2019,6/1/2019,04000US55,Wisconsin,4367,21636,2839742,0.76,1.55997E+12,"June 8th, 2019",04000US55,Wisconsin
6/1/2019,5/25/2019,04000US08,Colorado,1613,17684,2605045,0.68,1.55936E+12,"June 1st, 2019",04000US08,Colorado
6/1/2019,5/25/2019,04000US22,Louisiana,2800,14745,1882518,0.78,1.55936E+12,"June 1st, 2019",04000US22,Louisiana
6/1/2019,5/25/2019,04000US27,Minnesota,2936,27075,2841346,0.95,1.55936E+12,"June 1st, 2019",04000US27,Minnesota
6/1/2019,5/25/2019,04000US34,New Jersey,6230,75880,3986579,1.9,1.55936E+12,"June 1st, 2019",04000US34,New Jersey
6/1/2019,5/25/2019,04000US55,Wisconsin,3753,21075,2839742,0.74,1.55936E+12,"June 1st, 2019",04000US55,Wisconsin
5/25/2019,5/18/2019,04000US08,Colorado,1880,18166,2605045,0.7,1.55876E+12,"May 25th, 2019",04000US08,Colorado
5/25/2019,5/18/2019,04000US22,Louisiana,2742,13528,1882518,0.72,1.55876E+12,"May 25th, 2019",04000US22,Louisiana
5/25/2019,5/18/2019,04000US27,Minnesota,2692,27764,2841346,0.98,1.55876E+12,"May 25th, 2019",04000US27,Minnesota
5/25/2019,5/18/2019,04000US34,New Jersey,7928,75820,3986579,1.9,1.55876E+12,"May 25th, 2019",04000US34,New Jersey
5/25/2019,5/18/2019,04000US55,Wisconsin,3514,21608,2839742,0.76,1.55876E+12,"May 25th, 2019",04000US55,Wisconsin
5/18/2019,5/11/2019,04000US08,Colorado,1617,18533,2605045,0.71,1.55815E+12,"May 18th, 2019",04000US08,Colorado
5/18/2019,5/11/2019,04000US22,Louisiana,2296,13389,1882518,0.71,1.55815E+12,"May 18th, 2019",04000US22,Louisiana
5/18/2019,5/11/2019,04000US27,Minnesota,2713,29351,2841346,1.03,1.55815E+12,"May 18th, 2019",04000US27,Minnesota
5/18/2019,5/11/2019,04000US34,New Jersey,7054,76577,3986579,1.92,1.55815E+12,"May 18th, 2019",04000US34,New Jersey
5/18/2019,5/11/2019,04000US55,Wisconsin,3510,22949,2839742,0.81,1.55815E+12,"May 18th, 2019",04000US55,Wisconsin
5/11/2019,5/4/2019,04000US08,Colorado,1765,18094,2605045,0.69,1.55755E+12,"May 11th, 2019",04000US08,Colorado
5/11/2019,5/4/2019,04000US22,Louisiana,2028,13409,1882518,0.71,1.55755E+12,"May 11th, 2019",04000US22,Louisiana
5/11/2019,5/4/2019,04000US27,Minnesota,2708,33765,2841346,1.19,1.55755E+12,"May 11th, 2019",04000US27,Minnesota
5/11/2019,5/4/2019,04000US34,New Jersey,7672,78725,3986579,1.97,1.55755E+12,"May 11th, 2019",04000US34,New Jersey
5/11/2019,5/4/2019,04000US55,Wisconsin,4230,24838,2839742,0.87,1.55755E+12,"May 11th, 2019",04000US55,Wisconsin
5/4/2019,4/27/2019,04000US08,Colorado,1813,18717,2605045,0.72,1.55694E+12,"May 4th, 2019",04000US08,Colorado
5/4/2019,4/27/2019,04000US22,Louisiana,2009,13841,1882518,0.74,1.55694E+12,"May 4th, 2019",04000US22,Louisiana
5/4/2019,4/27/2019,04000US27,Minnesota,2524,36460,2841346,1.28,1.55694E+12,"May 4th, 2019",04000US27,Minnesota
5/4/2019,4/27/2019,04000US34,New Jersey,7539,89666,3986641,2.25,1.55694E+12,"May 4th, 2019",04000US34,New Jersey
5/4/2019,4/27/2019,04000US55,Wisconsin,4230,26352,2839742,0.93,1.55694E+12,"May 4th, 2019",04000US55,Wisconsin
4/27/2019,4/20/2019,04000US08,Colorado,1945,18239,2605045,0.7,1.55634E+12,"April 27th, 2019",04000US08,Colorado
4/27/2019,4/20/2019,04000US22,Louisiana,2030,13136,1882518,0.7,1.55634E+12,"April 27th, 2019",04000US22,Louisiana
4/27/2019,4/20/2019,04000US27,Minnesota,2667,42077,2841346,1.48,1.55634E+12,"April 27th, 2019",04000US27,Minnesota
4/27/2019,4/20/2019,04000US34,New Jersey,13778,85786,3986641,2.15,1.55634E+12,"April 27th, 2019",04000US34,New Jersey
4/27/2019,4/20/2019,04000US55,Wisconsin,4891,29636,2839742,1.04,1.55634E+12,"April 27th, 2019",04000US55,Wisconsin
4/20/2019,4/13/2019,04000US08,Colorado,1989,19035,2605045,0.73,1.55573E+12,"April 20th, 2019",04000US08,Colorado
4/20/2019,4/13/2019,04000US22,Louisiana,1593,13218,1882518,0.7,1.55573E+12,"April 20th, 2019",04000US22,Louisiana
4/20/2019,4/13/2019,04000US27,Minnesota,3123,46356,2841346,1.63,1.55573E+12,"April 20th, 2019",04000US27,Minnesota
4/20/2019,4/13/2019,04000US34,New Jersey,10737,84194,3986641,2.11,1.55573E+12,"April 20th, 2019",04000US34,New Jersey
4/20/2019,4/13/2019,04000US55,Wisconsin,4902,31454,2839742,1.11,1.55573E+12,"April 20th, 2019",04000US55,Wisconsin
4/13/2019,4/6/2019,04000US08,Colorado,2037,18236,2605045,0.7,1.55513E+12,"April 13th, 2019",04000US08,Colorado
4/13/2019,4/6/2019,04000US22,Louisiana,1887,13414,1882518,0.71,1.55513E+12,"April 13th, 2019",04000US22,Louisiana
4/13/2019,4/6/2019,04000US27,Minnesota,2804,49011,2841346,1.72,1.55513E+12,"April 13th, 2019",04000US27,Minnesota
4/13/2019,4/6/2019,04000US34,New Jersey,7641,88763,3986641,2.23,1.55513E+12,"April 13th, 2019",04000US34,New Jersey
4/13/2019,4/6/2019,04000US55,Wisconsin,4684,33123,2839742,1.17,1.55513E+12,"April 13th, 2019",04000US55,Wisconsin
4/6/2019,3/30/2019,04000US08,Colorado,1903,20735,2588607,0.8,1.55452E+12,"April 6th, 2019",04000US08,Colorado
4/6/2019,3/30/2019,04000US22,Louisiana,1656,13668,1878839,0.73,1.55452E+12,"April 6th, 2019",04000US22,Louisiana
4/6/2019,3/30/2019,04000US27,Minnesota,3136,54561,2832916,1.93,1.55452E+12,"April 6th, 2019",04000US27,Minnesota
4/6/2019,3/30/2019,04000US34,New Jersey,7707,95817,3977211,2.41,1.55452E+12,"April 6th, 2019",04000US34,New Jersey
4/6/2019,3/30/2019,04000US55,Wisconsin,5381,38304,2833042,1.35,1.55452E+12,"April 6th, 2019",04000US55,Wisconsin
3/30/2019,3/23/2019,04000US08,Colorado,1483,20354,2588607,0.79,1.55392E+12,"March 30th, 2019",04000US08,Colorado
3/30/2019,3/23/2019,04000US22,Louisiana,1666,14283,1878839,0.76,1.55392E+12,"March 30th, 2019",04000US22,Louisiana
3/30/2019,3/23/2019,04000US27,Minnesota,3068,55487,2832916,1.96,1.55392E+12,"March 30th, 2019",04000US27,Minnesota
3/30/2019,3/23/2019,04000US34,New Jersey,6894,100024,3977211,2.51,1.55392E+12,"March 30th, 2019",04000US34,New Jersey
3/30/2019,3/23/2019,04000US55,Wisconsin,5678,40083,2833042,1.41,1.55392E+12,"March 30th, 2019",04000US55,Wisconsin
3/23/2019,3/16/2019,04000US08,Colorado,1550,22886,2588607,0.88,1.55331E+12,"March 23rd, 2019",04000US08,Colorado
3/23/2019,3/16/2019,04000US22,Louisiana,1619,14074,1878839,0.75,1.55331E+12,"March 23rd, 2019",04000US22,Louisiana
3/23/2019,3/16/2019,04000US27,Minnesota,3313,57679,2832916,2.04,1.55331E+12,"March 23rd, 2019",04000US27,Minnesota
3/23/2019,3/16/2019,04000US34,New Jersey,7485,104241,3977211,2.62,1.55331E+12,"March 23rd, 2019",04000US34,New Jersey
3/23/2019,3/16/2019,04000US55,Wisconsin,5416,42319,2833042,1.49,1.55331E+12,"March 23rd, 2019",04000US55,Wisconsin
3/16/2019,3/9/2019,04000US08,Colorado,1506,21189,2588607,0.82,1.55271E+12,"March 16th, 2019",04000US08,Colorado
3/16/2019,3/9/2019,04000US22,Louisiana,1661,14268,1878839,0.76,1.55271E+12,"March 16th, 2019",04000US22,Louisiana
3/16/2019,3/9/2019,04000US27,Minnesota,3229,58534,2832916,2.07,1.55271E+12,"March 16th, 2019",04000US27,Minnesota
3/16/2019,3/9/2019,04000US34,New Jersey,7853,107328,3977393,2.7,1.55271E+12,"March 16th, 2019",04000US34,New Jersey
3/16/2019,3/9/2019,04000US55,Wisconsin,5999,43947,2833042,1.55,1.55271E+12,"March 16th, 2019",04000US55,Wisconsin
3/9/2019,3/2/2019,04000US08,Colorado,1891,23142,2588607,0.89,1.55211E+12,"March 9th, 2019",04000US08,Colorado
3/9/2019,3/2/2019,04000US22,Louisiana,1584,14565,1878839,0.78,1.55211E+12,"March 9th, 2019",04000US22,Louisiana
3/9/2019,3/2/2019,04000US27,Minnesota,3424,61508,2832916,2.17,1.55211E+12,"March 9th, 2019",04000US27,Minnesota
3/9/2019,3/2/2019,04000US34,New Jersey,7990,109482,3977393,2.75,1.55211E+12,"March 9th, 2019",04000US34,New Jersey
3/9/2019,3/2/2019,04000US55,Wisconsin,6373,44487,2833042,1.57,1.55211E+12,"March 9th, 2019",04000US55,Wisconsin
3/2/2019,2/23/2019,04000US08,Colorado,1719,22043,2588607,0.85,1.5515E+12,"March 2nd, 2019",04000US08,Colorado
3/2/2019,2/23/2019,04000US22,Louisiana,1674,15535,1878839,0.83,1.5515E+12,"March 2nd, 2019",04000US22,Louisiana
3/2/2019,2/23/2019,04000US27,Minnesota,3293,60265,2832916,2.13,1.5515E+12,"March 2nd, 2019",04000US27,Minnesota
3/2/2019,2/23/2019,04000US34,New Jersey,8155,112183,3977393,2.82,1.5515E+12,"March 2nd, 2019",04000US34,New Jersey
3/2/2019,2/23/2019,04000US55,Wisconsin,6099,44312,2833042,1.56,1.5515E+12,"March 2nd, 2019",04000US55,Wisconsin
2/23/2019,2/16/2019,04000US08,Colorado,1925,23469,2588607,0.91,1.5509E+12,"February 23rd, 2019",04000US08,Colorado
2/23/2019,2/16/2019,04000US22,Louisiana,1784,15317,1878839,0.82,1.5509E+12,"February 23rd, 2019",04000US22,Louisiana
2/23/2019,2/16/2019,04000US27,Minnesota,3014,60963,2832916,2.15,1.5509E+12,"February 23rd, 2019",04000US27,Minnesota
2/23/2019,2/16/2019,04000US34,New Jersey,8512,110184,3977393,2.77,1.5509E+12,"February 23rd, 2019",04000US34,New Jersey
2/23/2019,2/16/2019,04000US55,Wisconsin,5769,45863,2833042,1.62,1.5509E+12,"February 23rd, 2019",04000US55,Wisconsin
2/16/2019,2/9/2019,04000US08,Colorado,1813,22326,2588607,0.86,1.55029E+12,"February 16th, 2019",04000US08,Colorado
2/16/2019,2/9/2019,04000US22,Louisiana,1672,14607,1878839,0.78,1.55029E+12,"February 16th, 2019",04000US22,Louisiana
2/16/2019,2/9/2019,04000US27,Minnesota,3080,61861,2832916,2.18,1.55029E+12,"February 16th, 2019",04000US27,Minnesota
2/16/2019,2/9/2019,04000US34,New Jersey,8841,108663,3977393,2.73,1.55029E+12,"February 16th, 2019",04000US34,New Jersey
2/16/2019,2/9/2019,04000US55,Wisconsin,5574,47683,2833042,1.68,1.55029E+12,"February 16th, 2019",04000US55,Wisconsin
2/9/2019,2/2/2019,04000US08,Colorado,2210,23442,2588607,0.91,1.54969E+12,"February 9th, 2019",04000US08,Colorado
2/9/2019,2/2/2019,04000US22,Louisiana,1971,15730,1878839,0.84,1.54969E+12,"February 9th, 2019",04000US22,Louisiana
2/9/2019,2/2/2019,04000US27,Minnesota,5091,68217,2832916,2.41,1.54969E+12,"February 9th, 2019",04000US27,Minnesota
2/9/2019,2/2/2019,04000US34,New Jersey,9758,111536,3977393,2.8,1.54969E+12,"February 9th, 2019",04000US34,New Jersey
2/9/2019,2/2/2019,04000US55,Wisconsin,10180,54782,2833042,1.93,1.54969E+12,"February 9th, 2019",04000US55,Wisconsin
2/2/2019,1/26/2019,04000US08,Colorado,2275,22589,2588607,0.87,1.54908E+12,"February 2nd, 2019",04000US08,Colorado
2/2/2019,1/26/2019,04000US22,Louisiana,2062,16467,1878839,0.88,1.54908E+12,"February 2nd, 2019",04000US22,Louisiana
2/2/2019,1/26/2019,04000US27,Minnesota,4831,62671,2832916,2.21,1.54908E+12,"February 2nd, 2019",04000US27,Minnesota
2/2/2019,1/26/2019,04000US34,New Jersey,9903,111749,3977393,2.81,1.54908E+12,"February 2nd, 2019",04000US34,New Jersey
2/2/2019,1/26/2019,04000US55,Wisconsin,11372,48011,2833042,1.69,1.54908E+12,"February 2nd, 2019",04000US55,Wisconsin
1/26/2019,1/19/2019,04000US08,Colorado,2409,23144,2588607,0.89,1.54848E+12,"January 26th, 2019",04000US08,Colorado
1/26/2019,1/19/2019,04000US22,Louisiana,1759,15866,1878839,0.84,1.54848E+12,"January 26th, 2019",04000US22,Louisiana
1/26/2019,1/19/2019,04000US27,Minnesota,4215,60311,2832916,2.13,1.54848E+12,"January 26th, 2019",04000US27,Minnesota
1/26/2019,1/19/2019,04000US34,New Jersey,11130,108219,3977393,2.72,1.54848E+12,"January 26th, 2019",04000US34,New Jersey
1/26/2019,1/19/2019,04000US55,Wisconsin,6902,44587,2833042,1.57,1.54848E+12,"January 26th, 2019",04000US55,Wisconsin
1/19/2019,1/12/2019,04000US08,Colorado,2701,21748,2588607,0.84,1.54787E+12,"January 19th, 2019",04000US08,Colorado
1/19/2019,1/12/2019,04000US22,Louisiana,2222,15851,1878839,0.84,1.54787E+12,"January 19th, 2019",04000US22,Louisiana
1/19/2019,1/12/2019,04000US27,Minnesota,4178,60466,2832916,2.13,1.54787E+12,"January 19th, 2019",04000US27,Minnesota
1/19/2019,1/12/2019,04000US34,New Jersey,10190,106096,3977393,2.67,1.54787E+12,"January 19th, 2019",04000US34,New Jersey
1/19/2019,1/12/2019,04000US55,Wisconsin,6332,45888,2833042,1.62,1.54787E+12,"January 19th, 2019",04000US55,Wisconsin
1/12/2019,1/5/2019,04000US08,Colorado,3077,21215,2588607,0.82,1.54727E+12,"January 12th, 2019",04000US08,Colorado
1/12/2019,1/5/2019,04000US22,Louisiana,2580,15999,1878839,0.85,1.54727E+12,"January 12th, 2019",04000US22,Louisiana
1/12/2019,1/5/2019,04000US27,Minnesota,5791,63676,2832916,2.25,1.54727E+12,"January 12th, 2019",04000US27,Minnesota
1/12/2019,1/5/2019,04000US34,New Jersey,14167,110669,3977393,2.78,1.54727E+12,"January 12th, 2019",04000US34,New Jersey
1/12/2019,1/5/2019,04000US55,Wisconsin,7989,50273,2833042,1.77,1.54727E+12,"January 12th, 2019",04000US55,Wisconsin
1/5/2019,12/29/2018,04000US08,Colorado,2710,21864,2571804,0.85,1.54666E+12,"January 5th, 2019",04000US08,Colorado
1/5/2019,12/29/2018,04000US22,Louisiana,1826,15954,1876044,0.85,1.54666E+12,"January 5th, 2019",04000US22,Louisiana
1/5/2019,12/29/2018,04000US27,Minnesota,7996,66043,2828116,2.34,1.54666E+12,"January 5th, 2019",04000US27,Minnesota
1/5/2019,12/29/2018,04000US34,New Jersey,15716,108647,3967985,2.74,1.54666E+12,"January 5th, 2019",04000US34,New Jersey
1/5/2019,12/29/2018,04000US55,Wisconsin,11915,48982,2827121,1.73,1.54666E+12,"January 5th, 2019",04000US55,Wisconsin
12/29/2018,12/22/2018,04000US08,Colorado,2014,18847,2571804,0.73,1.54606E+12,"December 29th, 2018",04000US08,Colorado
12/29/2018,12/22/2018,04000US22,Louisiana,1509,16234,1876044,0.87,1.54606E+12,"December 29th, 2018",04000US22,Louisiana
12/29/2018,12/22/2018,04000US27,Minnesota,6338,53348,2828116,1.89,1.54606E+12,"December 29th, 2018",04000US27,Minnesota
12/29/2018,12/22/2018,04000US34,New Jersey,23732,87417,3967985,2.2,1.54606E+12,"December 29th, 2018",04000US34,New Jersey
12/29/2018,12/22/2018,04000US55,Wisconsin,10494,36839,2827121,1.3,1.54606E+12,"December 29th, 2018",04000US55,Wisconsin
12/22/2018,12/15/2018,04000US08,Colorado,2430,20163,2571804,0.78,1.54545E+12,"December 22nd, 2018",04000US08,Colorado
12/22/2018,12/15/2018,04000US22,Louisiana,2184,16126,1876044,0.86,1.54545E+12,"December 22nd, 2018",04000US22,Louisiana
12/22/2018,12/15/2018,04000US27,Minnesota,5877,51102,2828116,1.81,1.54545E+12,"December 22nd, 2018",04000US27,Minnesota
12/22/2018,12/15/2018,04000US34,New Jersey,15887,86548,3967985,2.18,1.54545E+12,"December 22nd, 2018",04000US34,New Jersey
12/22/2018,12/15/2018,04000US55,Wisconsin,6999,35918,2827121,1.27,1.54545E+12,"December 22nd, 2018",04000US55,Wisconsin
12/15/2018,12/8/2018,04000US08,Colorado,2293,18371,2571804,0.71,1.54485E+12,"December 15th, 2018",04000US08,Colorado
12/15/2018,12/8/2018,04000US22,Louisiana,2430,15962,1876044,0.85,1.54485E+12,"December 15th, 2018",04000US22,Louisiana
12/15/2018,12/8/2018,04000US27,Minnesota,5866,48546,2828116,1.72,1.54485E+12,"December 15th, 2018",04000US27,Minnesota
12/15/2018,12/8/2018,04000US34,New Jersey,9639,82272,3967985,2.07,1.54485E+12,"December 15th, 2018",04000US34,New Jersey
12/15/2018,12/8/2018,04000US55,Wisconsin,6702,34035,2827121,1.2,1.54485E+12,"December 15th, 2018",04000US55,Wisconsin
12/8/2018,12/1/2018,04000US08,Colorado,2711,19188,2571804,0.75,1.54425E+12,"December 8th, 2018",04000US08,Colorado
12/8/2018,12/1/2018,04000US22,Louisiana,2375,15410,1876044,0.82,1.54425E+12,"December 8th, 2018",04000US22,Louisiana
12/8/2018,12/1/2018,04000US27,Minnesota,6970,45309,2828116,1.6,1.54425E+12,"December 8th, 2018",04000US27,Minnesota
12/8/2018,12/1/2018,04000US34,New Jersey,10220,81714,3967985,2.06,1.54425E+12,"December 8th, 2018",04000US34,New Jersey
12/8/2018,12/1/2018,04000US55,Wisconsin,7118,31593,2827121,1.12,1.54425E+12,"December 8th, 2018",04000US55,Wisconsin
12/1/2018,11/24/2018,04000US08,Colorado,2272,18652,2571804,0.73,1.54364E+12,"December 1st, 2018",04000US08,Colorado
12/1/2018,11/24/2018,04000US22,Louisiana,2594,15715,1876044,0.84,1.54364E+12,"December 1st, 2018",04000US22,Louisiana
12/1/2018,11/24/2018,04000US27,Minnesota,8486,43754,2828116,1.55,1.54364E+12,"December 1st, 2018",04000US27,Minnesota
12/1/2018,11/24/2018,04000US34,New Jersey,10211,85596,3967985,2.16,1.54364E+12,"December 1st, 2018",04000US34,New Jersey
12/1/2018,11/24/2018,04000US55,Wisconsin,9976,33540,2827121,1.19,1.54364E+12,"December 1st, 2018",04000US55,Wisconsin
11/24/2018,11/17/2018,04000US08,Colorado,1883,17725,2571804,0.69,1.54304E+12,"November 24th, 2018",04000US08,Colorado
11/24/2018,11/17/2018,04000US22,Louisiana,1789,14493,1876044,0.77,1.54304E+12,"November 24th, 2018",04000US22,Louisiana
11/24/2018,11/17/2018,04000US27,Minnesota,6432,33720,2828116,1.19,1.54304E+12,"November 24th, 2018",04000US27,Minnesota
11/24/2018,11/17/2018,04000US34,New Jersey,9560,76974,3967985,1.94,1.54304E+12,"November 24th, 2018",04000US34,New Jersey
11/24/2018,11/17/2018,04000US55,Wisconsin,8136,23967,2827121,0.85,1.54304E+12,"November 24th, 2018",04000US55,Wisconsin
11/17/2018,11/10/2018,04000US08,Colorado,2228,17188,2571804,0.67,1.54243E+12,"November 17th, 2018",04000US08,Colorado
11/17/2018,11/10/2018,04000US22,Louisiana,2303,14237,1876044,0.76,1.54243E+12,"November 17th, 2018",04000US22,Louisiana
11/17/2018,11/10/2018,04000US27,Minnesota,6826,31280,2828116,1.11,1.54243E+12,"November 17th, 2018",04000US27,Minnesota
11/17/2018,11/10/2018,04000US34,New Jersey,9073,80412,3967985,2.03,1.54243E+12,"November 17th, 2018",04000US34,New Jersey
11/17/2018,11/10/2018,04000US55,Wisconsin,6017,22760,2827121,0.81,1.54243E+12,"November 17th, 2018",04000US55,Wisconsin
11/10/2018,11/3/2018,04000US08,Colorado,2230,17489,2571804,0.68,1.54183E+12,"November 10th, 2018",04000US08,Colorado
11/10/2018,11/3/2018,04000US22,Louisiana,2115,14159,1876044,0.75,1.54183E+12,"November 10th, 2018",04000US22,Louisiana
11/10/2018,11/3/2018,04000US27,Minnesota,5472,27068,2828116,0.96,1.54183E+12,"November 10th, 2018",04000US27,Minnesota
11/10/2018,11/3/2018,04000US34,New Jersey,11420,74345,3967985,1.87,1.54183E+12,"November 10th, 2018",04000US34,New Jersey
11/10/2018,11/3/2018,04000US55,Wisconsin,5291,20877,2827121,0.74,1.54183E+12,"November 10th, 2018",04000US55,Wisconsin
11/3/2018,10/27/2018,04000US08,Colorado,1930,16808,2571804,0.65,1.54122E+12,"November 3rd, 2018",04000US08,Colorado
11/3/2018,10/27/2018,04000US22,Louisiana,1945,15007,1876044,0.8,1.54122E+12,"November 3rd, 2018",04000US22,Louisiana
11/3/2018,10/27/2018,04000US27,Minnesota,3668,24030,2828116,0.85,1.54122E+12,"November 3rd, 2018",04000US27,Minnesota
11/3/2018,10/27/2018,04000US34,New Jersey,8504,74718,3967985,1.88,1.54122E+12,"November 3rd, 2018",04000US34,New Jersey
11/3/2018,10/27/2018,04000US55,Wisconsin,4521,19506,2827121,0.69,1.54122E+12,"November 3rd, 2018",04000US55,Wisconsin
10/27/2018,10/20/2018,04000US08,Colorado,1873,17294,2571804,0.67,1.54061E+12,"October 27th, 2018",04000US08,Colorado
10/27/2018,10/20/2018,04000US22,Louisiana,1957,14385,1876044,0.77,1.54061E+12,"October 27th, 2018",04000US22,Louisiana
10/27/2018,10/20/2018,04000US27,Minnesota,3090,23255,2828116,0.82,1.54061E+12,"October 27th, 2018",04000US27,Minnesota
10/27/2018,10/20/2018,04000US34,New Jersey,7763,74017,3967985,1.87,1.54061E+12,"October 27th, 2018",04000US34,New Jersey
10/27/2018,10/20/2018,04000US55,Wisconsin,3586,18927,2827121,0.67,1.54061E+12,"October 27th, 2018",04000US55,Wisconsin
10/20/2018,10/13/2018,04000US08,Colorado,1963,16354,2571804,0.64,1.54001E+12,"October 20th, 2018",04000US08,Colorado
10/20/2018,10/13/2018,04000US22,Louisiana,1989,14621,1876044,0.78,1.54001E+12,"October 20th, 2018",04000US22,Louisiana
10/20/2018,10/13/2018,04000US27,Minnesota,3419,23901,2828116,0.85,1.54001E+12,"October 20th, 2018",04000US27,Minnesota
10/20/2018,10/13/2018,04000US34,New Jersey,8081,73634,3967985,1.86,1.54001E+12,"October 20th, 2018",04000US34,New Jersey
10/20/2018,10/13/2018,04000US55,Wisconsin,3584,19076,2827121,0.67,1.54001E+12,"October 20th, 2018",04000US55,Wisconsin
10/13/2018,10/6/2018,04000US08,Colorado,2206,16284,2571804,0.63,1.5394E+12,"October 13th, 2018",04000US08,Colorado
10/13/2018,10/6/2018,04000US22,Louisiana,1893,14812,1876044,0.79,1.5394E+12,"October 13th, 2018",04000US22,Louisiana
10/13/2018,10/6/2018,04000US27,Minnesota,3144,22344,2828116,0.79,1.5394E+12,"October 13th, 2018",04000US27,Minnesota
10/13/2018,10/6/2018,04000US34,New Jersey,7245,71966,3968853,1.81,1.5394E+12,"October 13th, 2018",04000US34,New Jersey
10/13/2018,10/6/2018,04000US55,Wisconsin,3936,18775,2827121,0.66,1.5394E+12,"October 13th, 2018",04000US55,Wisconsin
10/6/2018,9/29/2018,04000US08,Colorado,1944,16474,2555075,0.64,1.5388E+12,"October 6th, 2018",04000US08,Colorado
10/6/2018,9/29/2018,04000US22,Louisiana,1964,15070,1873578,0.8,1.5388E+12,"October 6th, 2018",04000US22,Louisiana
10/6/2018,9/29/2018,04000US27,Minnesota,2711,22343,2821096,0.79,1.5388E+12,"October 6th, 2018",04000US27,Minnesota
10/6/2018,9/29/2018,04000US34,New Jersey,7904,74067,3968853,1.87,1.5388E+12,"October 6th, 2018",04000US34,New Jersey
10/6/2018,9/29/2018,04000US55,Wisconsin,3299,18133,2819426,0.64,1.5388E+12,"October 6th, 2018",04000US55,Wisconsin
9/29/2018,9/22/2018,04000US08,Colorado,1514,16617,2555075,0.65,1.53819E+12,"September 29th, 2018",04000US08,Colorado
9/29/2018,9/22/2018,04000US22,Louisiana,1802,15816,1873578,0.84,1.53819E+12,"September 29th, 2018",04000US22,Louisiana
9/29/2018,9/22/2018,04000US27,Minnesota,2495,22300,2821096,0.79,1.53819E+12,"September 29th, 2018",04000US27,Minnesota
9/29/2018,9/22/2018,04000US34,New Jersey,6907,74133,3968853,1.87,1.53819E+12,"September 29th, 2018",04000US34,New Jersey
9/29/2018,9/22/2018,04000US55,Wisconsin,2974,18734,2819426,0.66,1.53819E+12,"September 29th, 2018",04000US55,Wisconsin
9/22/2018,9/15/2018,04000US08,Colorado,1605,16630,2555075,0.65,1.53759E+12,"September 22nd, 2018",04000US08,Colorado
9/22/2018,9/15/2018,04000US22,Louisiana,1836,15785,1873578,0.84,1.53759E+12,"September 22nd, 2018",04000US22,Louisiana
9/22/2018,9/15/2018,04000US27,Minnesota,2282,22180,2821096,0.79,1.53759E+12,"September 22nd, 2018",04000US27,Minnesota
9/22/2018,9/15/2018,04000US34,New Jersey,7122,76422,3968853,1.93,1.53759E+12,"September 22nd, 2018",04000US34,New Jersey
9/22/2018,9/15/2018,04000US55,Wisconsin,3038,18871,2819426,0.67,1.53759E+12,"September 22nd, 2018",04000US55,Wisconsin
